id,first_name,last_name,email,phone_number,hire_date,job_title,department,salary,manager_id,address,skills
567,Nicole,Johns,cjones@example.net,+1-650-637-1409,2020-04-28,Data Scientist,Engineering,104830,28.0,"{'street': '84393 Natalie Street', 'city': 'Stephensfurt', 'state': 'MT', 'zip': '62149', 'country': 'USA'}","['Spark', 'Java', 'SQL', 'Docker', 'Tableau']"
568,Ronald,Mason,rlopez@example.org,(578)268-5430x584,2020-03-21,HR Manager,HR,76854,3.0,"{'street': '346 Carson Cliff Apt. 900', 'city': 'North Juanview', 'state': 'GA', 'zip': '20506', 'country': 'USA'}","['Excel', 'Docker']"
569,Michael,Johnson,caroline01@example.net,+1-346-334-1523,2023-09-24,Engineering Manager,Engineering,98410,32.0,"{'street': '18238 Casey River Suite 440', 'city': 'East Stephanie', 'state': 'MH', 'zip': '16723', 'country': 'USA'}","['Docker', 'AWS', 'GCP', 'Scala', 'Azure']"
570,Lori,Watson,dsilva@example.org,797-658-1241,2024-06-09,Brand Strategist,Marketing,78325,39.0,"{'street': '0591 Steven Creek', 'city': 'Teresahaven', 'state': 'PW', 'zip': '19587', 'country': 'USA'}","['Hadoop', 'Azure', 'Java', 'Docker', 'Kubernetes']"
571,Tamara,Rivera,bergerbrian@example.org,722-226-7414x4825,2019-07-02,Software Engineer,Engineering,101454,4.0,"{'street': '2340 Hurst Stream Apt. 535', 'city': 'South David', 'state': 'AK', 'zip': '10599', 'country': 'USA'}","['Docker', 'Scala', 'Hadoop', 'Python']"
572,David,Carter,spencer51@example.com,+1-524-492-7888,2018-01-03,Security Specialist,IT,98629,3.0,"{'street': '91896 Robinson River', 'city': 'Churchview', 'state': 'VA', 'zip': '09389', 'country': 'USA'}","['GCP', 'Excel', 'Kubernetes']"
573,Theodore,Wright,zbeck@example.org,971.909.0610x36287,2020-03-15,IT Manager,IT,111141,18.0,"{'street': '5583 Franco Mills', 'city': 'Hillside', 'state': 'DC', 'zip': '39016', 'country': 'USA'}","['Azure', 'Python', 'GCP', 'Scala', 'Tableau']"
574,Brett,Lopez,ronaldmiranda@example.com,001-823-954-4343x48609,2024-04-03,Brand Strategist,Marketing,73904,42.0,"{'street': '955 Sean Ways Suite 456', 'city': 'Port Michelle', 'state': 'AK', 'zip': '44065', 'country': 'USA'}","['GCP', 'Kubernetes', 'SQL', 'Spark', 'R']"
575,Desiree,Hernandez,beanelizabeth@example.org,001-376-615-1302,2017-09-07,Data Scientist,Engineering,108425,16.0,"{'street': '742 Lindsey Freeway', 'city': 'Sethmouth', 'state': 'AK', 'zip': '26318', 'country': 'USA'}","['SQL', 'Kubernetes']"
576,Frank,Brown,ricardostewart@example.org,(338)380-2397x129,2019-06-20,Network Engineer,IT,109417,3.0,"{'street': '765 Nancy Underpass Apt. 684', 'city': 'Beltranland', 'state': 'TN', 'zip': '22046', 'country': 'USA'}","['Python', 'Hadoop', 'PowerBI', 'Spark']"
577,Steven,Jordan,harriseric@example.com,731-291-0879x1149,2020-11-03,IT Manager,IT,109823,38.0,"{'street': '180 Williams Expressway Apt. 812', 'city': 'Richardport', 'state': 'CO', 'zip': '59450', 'country': 'USA'}","['Kubernetes', 'Java', 'SQL', 'Tableau']"
578,Matthew,Richards,evelynschneider@example.net,(404)544-6128,2025-02-02,SEO Specialist,Marketing,69543,11.0,"{'street': '6340 Rachel Trafficway Suite 778', 'city': 'Campbellville', 'state': 'AR', 'zip': '65481', 'country': 'USA'}","['R', 'PowerBI', 'Hadoop', 'SQL', 'AWS']"
579,Sabrina,Santiago,kevin57@example.org,745.600.0705,2018-05-04,DevOps Engineer,Engineering,104571,26.0,"{'street': '9708 Benjamin Trafficway', 'city': 'East Lindsey', 'state': 'GU', 'zip': '42229', 'country': 'USA'}","['Spark', 'Hadoop', 'Docker']"
580,Ashley,Hart,johnsondeborah@example.org,9945003280,2017-02-18,Brand Strategist,Marketing,94641,39.0,"{'street': '9933 Kenneth Lodge', 'city': 'Lake Kimberlyborough', 'state': 'KS', 'zip': '07501', 'country': 'USA'}","['Spark', 'Azure', 'Hadoop', 'Java', 'Kubernetes']"
581,Philip,Cruz,mthomas@example.net,001-815-935-6735x84917,2022-06-21,Support Manager,Customer Support,75382,7.0,"{'street': '368 Vasquez Ridge Suite 952', 'city': 'Duncanburgh', 'state': 'VA', 'zip': '16373', 'country': 'USA'}","['Tableau', 'Scala', 'GCP', 'PowerBI', 'Excel']"
582,Alexis,Knight,ashley96@example.org,799-638-6281x73533,2018-06-11,Financial Analyst,Finance,94246,13.0,"{'street': '7041 David Wall', 'city': 'Lake Lauraview', 'state': 'WI', 'zip': '60877', 'country': 'USA'}","['Kubernetes', 'AWS', 'Java', 'Docker']"
583,Patrick,Graves,deborah79@example.com,277-663-6028x99463,2017-09-22,Brand Strategist,Marketing,99703,16.0,"{'street': '7402 Carroll Pass', 'city': 'Jonesmouth', 'state': 'KY', 'zip': '69970', 'country': 'USA'}","['Tableau', 'Hadoop']"
584,Deborah,Gamble,martinshannon@example.org,+1-532-882-6937x43787,2024-10-24,HR Manager,HR,70976,37.0,"{'street': '7323 Downs Field', 'city': 'Port Davidville', 'state': 'IA', 'zip': '43672', 'country': 'USA'}","['Kubernetes', 'Python', 'Hadoop', 'GCP', 'Tableau']"
585,Madison,Davis,louisramirez@example.net,+1-848-263-3578x015,2023-09-20,Operations Manager,Operations,76527,18.0,"{'street': '669 Mary Forge', 'city': 'North Daniel', 'state': 'OH', 'zip': '14856', 'country': 'USA'}","['Python', 'Excel', 'Scala', 'Java']"
586,Makayla,Stephens,bmclaughlin@example.org,001-797-962-9017x3410,2016-05-06,DevOps Engineer,Engineering,110224,44.0,"{'street': '4124 Kelly Canyon Suite 036', 'city': 'Chapmanborough', 'state': 'WV', 'zip': '41917', 'country': 'USA'}","['R', 'AWS', 'Azure', 'Docker']"
587,Amy,Johnston,vparker@example.com,(665)949-7601,2024-12-27,IT Manager,IT,82158,14.0,"{'street': '93843 Richard Centers', 'city': 'Rhondaport', 'state': 'AR', 'zip': '45193', 'country': 'USA'}","['AWS', 'Docker', 'Spark', 'PowerBI']"
588,Troy,James,nicholaslee@example.com,968.402.6752,2016-06-02,HR Coordinator,HR,85673,17.0,"{'street': '739 Brian Village', 'city': 'Sandraburgh', 'state': 'MD', 'zip': '14408', 'country': 'USA'}","['Hadoop', 'AWS', 'SQL']"
589,Nathan,Nichols,felicia34@example.net,(829)752-9811x9382,2016-07-13,HR Coordinator,HR,90405,1.0,"{'street': '418 Stevenson Throughway', 'city': 'Port Christinaborough', 'state': 'WV', 'zip': '52886', 'country': 'USA'}","['Kubernetes', 'Python', 'Java', 'PowerBI', 'SQL']"
590,Sean,Hendrix,charlesjones@example.net,+1-830-458-2284x31523,2016-09-19,Project Manager,Operations,87945,32.0,"{'street': '3209 Gonzalez Union', 'city': 'Lake Arthurberg', 'state': 'AR', 'zip': '24679', 'country': 'USA'}","['AWS', 'Scala', 'SQL', 'Kubernetes']"
591,Kimberly,Miller,mendozarebecca@example.org,5353299737,2017-10-01,DevOps Engineer,Engineering,117217,15.0,"{'street': '9537 John Valleys', 'city': 'Nicholasborough', 'state': 'TX', 'zip': '65502', 'country': 'USA'}","['Spark', 'PowerBI', 'Hadoop', 'Python', 'Kubernetes']"
592,Kelly,Hansen,fernandeznatasha@example.com,876.735.6898x27044,2017-12-24,QA Engineer,Engineering,107821,43.0,"{'street': '5480 Villegas Keys Apt. 610', 'city': 'North Jill', 'state': 'KY', 'zip': '85550', 'country': 'USA'}","['AWS', 'Kubernetes', 'PowerBI', 'Java', 'Docker']"
593,Adam,Peters,vharper@example.com,651.413.8215x66593,2025-04-11,Sales Manager,Sales,74548,19.0,"{'street': '0839 Melissa Rue', 'city': 'Carterbury', 'state': 'KS', 'zip': '43047', 'country': 'USA'}","['Java', 'Hadoop', 'Scala', 'SQL']"
594,Joshua,Wilkins,derek09@example.net,001-436-463-6523x83674,2020-08-13,COO,Operations,76179,10.0,"{'street': '8684 Powell Mount', 'city': 'Anthonyland', 'state': 'CT', 'zip': '22754', 'country': 'USA'}","['Tableau', 'Scala', 'Spark', 'SQL', 'GCP']"
595,Stephanie,Gill,ann38@example.com,001-681-466-4158x0669,2016-04-16,Recruiter,HR,80791,5.0,"{'street': '9903 Amanda Corners', 'city': 'Nataliefort', 'state': 'VI', 'zip': '87872', 'country': 'USA'}","['Spark', 'GCP', 'Hadoop', 'Kubernetes']"
596,Deanna,Miles,xsullivan@example.net,+1-784-868-1831x6307,2022-11-28,Sales Representative,Sales,86663,44.0,"{'street': '2264 Michael Plain Apt. 705', 'city': 'Port Alexis', 'state': 'IA', 'zip': '97912', 'country': 'USA'}","['Tableau', 'GCP', 'Excel', 'Kubernetes']"
597,Charles,Jones,ewilliams@example.net,2104809864,2022-01-13,Engineering Manager,Engineering,94209,35.0,"{'street': '88934 Michele Wall', 'city': 'Port Patriciastad', 'state': 'HI', 'zip': '31105', 'country': 'USA'}","['Scala', 'Python', 'Java']"
598,Amanda,Bass,rebekah12@example.net,879-683-2280x7110,2018-04-13,SEO Specialist,Marketing,90462,16.0,"{'street': '1111 Rice Springs Apt. 464', 'city': 'North Ryan', 'state': 'NE', 'zip': '36567', 'country': 'USA'}","['Tableau', 'GCP']"
599,Luke,Rojas,megan27@example.org,431.572.7433,2017-01-03,Content Creator,Marketing,100835,30.0,"{'street': '386 Jackson Passage', 'city': 'Barbarahaven', 'state': 'CT', 'zip': '15060', 'country': 'USA'}","['Kubernetes', 'R', 'GCP']"
600,Tyler,Jordan,taylor04@example.net,001-814-488-2219x335,2015-05-23,Operations Analyst,Operations,101050,7.0,"{'street': '072 Angela Estate Apt. 503', 'city': 'Lake Brenda', 'state': 'NH', 'zip': '11557', 'country': 'USA'}","['GCP', 'Hadoop', 'R', 'Azure']"
601,Lori,Obrien,millerwhitney@example.net,646-724-4474x217,2019-10-26,IT Support,IT,93622,24.0,"{'street': '00868 Owens Islands', 'city': 'Port Rachel', 'state': 'NY', 'zip': '92831', 'country': 'USA'}","['Azure', 'Scala']"
602,Brandon,King,brendan04@example.org,455-528-8168x53603,2023-07-18,COO,Operations,78353,9.0,"{'street': '45630 Rebecca Square Apt. 539', 'city': 'West Dominic', 'state': 'MA', 'zip': '45945', 'country': 'USA'}","['Scala', 'Java', 'AWS', 'Python']"
603,Hannah,Mccullough,amanda16@example.net,4026865538,2016-02-09,Auditor,Finance,105960,17.0,"{'street': '23400 Colton Forge Apt. 978', 'city': 'Port Samanthaland', 'state': 'MN', 'zip': '10759', 'country': 'USA'}","['Java', 'SQL', 'R', 'AWS']"
604,Charles,Skinner,kimberly39@example.org,001-755-250-5293x390,2016-02-11,QA Engineer,Engineering,104971,10.0,"{'street': '492 Tonya Branch', 'city': 'Parkerton', 'state': 'OK', 'zip': '18162', 'country': 'USA'}","['Excel', 'GCP', 'PowerBI']"
605,Mary,Brown,travis41@example.org,843.888.5816,2015-08-25,Operations Manager,Operations,101750,2.0,"{'street': '313 Patricia Freeway Suite 558', 'city': 'Zacharyshire', 'state': 'SD', 'zip': '41796', 'country': 'USA'}","['Azure', 'Docker']"
606,Jimmy,Mays,mackkaren@example.com,624-620-5510x07006,2016-11-05,HR Manager,HR,86225,45.0,"{'street': '7947 Anna Burg Suite 809', 'city': 'Estesview', 'state': 'KS', 'zip': '90701', 'country': 'USA'}","['Spark', 'GCP']"
607,Timothy,Kelley,amanda30@example.org,472-631-1291,2015-10-02,Sales Manager,Sales,110292,24.0,"{'street': '3495 Seth Lodge Apt. 128', 'city': 'Daniellechester', 'state': 'WI', 'zip': '43896', 'country': 'USA'}","['R', 'Spark', 'Hadoop']"
608,Heather,Morrison,uaguilar@example.org,833.276.0153,2018-04-25,SEO Specialist,Marketing,92068,24.0,"{'street': '152 Alan Knoll Apt. 010', 'city': 'Georgefurt', 'state': 'MS', 'zip': '94951', 'country': 'USA'}","['Python', 'Scala', 'Kubernetes', 'Azure']"
609,Mark,Caldwell,jacobsmichael@example.com,(897)930-0581,2018-08-21,Software Engineer,Engineering,115774,44.0,"{'street': '929 Raymond Divide Apt. 668', 'city': 'East Patrick', 'state': 'TX', 'zip': '03553', 'country': 'USA'}","['Scala', 'AWS', 'Hadoop', 'GCP', 'Tableau']"
610,Judith,Frank,maria17@example.net,303.265.3128x06316,2017-04-29,Auditor,Finance,113909,42.0,"{'street': '85852 Fisher Brook Apt. 949', 'city': 'Joshuaton', 'state': 'CO', 'zip': '28649', 'country': 'USA'}","['SQL', 'Scala']"
611,William,Jones,lwilliams@example.org,(764)268-2577,2021-08-12,HR Manager,HR,83772,33.0,"{'street': '2788 Lee Light Apt. 432', 'city': 'South Jennifer', 'state': 'AR', 'zip': '12889', 'country': 'USA'}","['Tableau', 'GCP', 'Spark', 'Java', 'Excel']"
612,Katie,Watkins,chapmancynthia@example.net,+1-697-322-8252x92364,2018-10-03,Sales Manager,Sales,93493,25.0,"{'street': '2381 Randy Road Suite 384', 'city': 'Torresville', 'state': 'OH', 'zip': '56659', 'country': 'USA'}","['Azure', 'Tableau']"
613,John,White,mhampton@example.com,781.580.0490x591,2021-04-19,Customer Experience,Customer Support,71310,46.0,"{'street': '066 Chelsea Cliff Apt. 358', 'city': 'South Angelafurt', 'state': 'OR', 'zip': '45938', 'country': 'USA'}","['Hadoop', 'Scala', 'Azure', 'Excel', 'SQL']"
614,Linda,Moreno,herrerabrent@example.org,(214)635-0869,2016-07-19,Engineering Manager,Engineering,105520,34.0,"{'street': '2494 Sean Terrace', 'city': 'East James', 'state': 'LA', 'zip': '36727', 'country': 'USA'}","['GCP', 'R', 'PowerBI', 'Tableau', 'Excel']"
615,Todd,Kelley,sarahwilliams@example.com,553-555-6922x47464,2015-05-28,Talent Acquisition,HR,96884,6.0,"{'street': '98041 Brown Key Suite 923', 'city': 'North Phillip', 'state': 'WV', 'zip': '74353', 'country': 'USA'}","['AWS', 'Docker', 'R', 'Python']"
616,Scott,Nguyen,martintammy@example.com,001-703-340-6075x39130,2016-03-07,Customer Experience,Customer Support,76718,33.0,"{'street': '7368 Powell Course', 'city': 'Martinezhaven', 'state': 'IL', 'zip': '04787', 'country': 'USA'}","['Azure', 'R', 'PowerBI']"
617,Ariel,Wilkins,margaret49@example.com,378.346.3589x288,2021-04-20,Talent Acquisition,HR,83747,38.0,"{'street': '9082 Christopher Radial', 'city': 'Jennatown', 'state': 'CT', 'zip': '55625', 'country': 'USA'}","['PowerBI', 'Excel']"
618,Jennifer,Williams,baileycrystal@example.com,684-928-7621x6696,2020-08-12,Business Analyst,Operations,78248,7.0,"{'street': '229 Jesus Courts Suite 448', 'city': 'Andrewtown', 'state': 'SC', 'zip': '65692', 'country': 'USA'}","['GCP', 'Tableau']"
619,Kevin,Murphy,melissawells@example.com,(985)417-0831x7914,2018-02-21,IT Support,IT,109775,16.0,"{'street': '07670 Sharon Village', 'city': 'Jessicaton', 'state': 'NE', 'zip': '28077', 'country': 'USA'}","['Spark', 'Kubernetes']"
620,Haley,Tate,ethan94@example.net,+1-811-245-8680,2018-09-13,Project Manager,Operations,94948,35.0,"{'street': '3805 Michelle Road', 'city': 'East Anthonymouth', 'state': 'MN', 'zip': '60937', 'country': 'USA'}","['Tableau', 'AWS', 'Java', 'Kubernetes', 'Python']"
621,Danielle,Herring,peterskaren@example.net,+1-203-486-9865x74910,2023-05-11,Content Creator,Marketing,76748,9.0,"{'street': '333 Jennifer Pike Suite 280', 'city': 'North Christopherview', 'state': 'IL', 'zip': '99755', 'country': 'USA'}","['Azure', 'AWS', 'Python', 'Tableau', 'Java']"
622,Gloria,Flores,sydneyholland@example.org,001-848-641-7601,2018-08-20,Sales Manager,Sales,102959,11.0,"{'street': '6321 Kenneth Stream', 'city': 'New Williamland', 'state': 'SC', 'zip': '92846', 'country': 'USA'}","['GCP', 'Python', 'PowerBI']"
623,Amy,Hall,gcarpenter@example.org,728-576-8880x50368,2023-11-22,Talent Acquisition,HR,74973,45.0,"{'street': '8392 Johnson Throughway', 'city': 'Contreraschester', 'state': 'NE', 'zip': '94920', 'country': 'USA'}","['Spark', 'PowerBI', 'Python', 'GCP']"
624,Catherine,Hill,matthewspeter@example.net,2157438855,2017-07-17,Marketing Specialist,Marketing,97047,11.0,"{'street': '90021 Wagner Port', 'city': 'Jerryhaven', 'state': 'NV', 'zip': '57261', 'country': 'USA'}","['Azure', 'Hadoop', 'Scala', 'Excel']"
625,Jessica,Jones,rosstracie@example.com,001-507-559-5557,2021-10-04,Recruiter,HR,84993,41.0,"{'street': '186 Smith Trail Apt. 732', 'city': 'Daybury', 'state': 'CT', 'zip': '31068', 'country': 'USA'}","['Kubernetes', 'Azure', 'AWS', 'Scala', 'Tableau']"
626,Steven,Cummings,rodriguezdana@example.com,001-543-520-1681x49910,2022-02-19,Sales Representative,Sales,85337,1.0,"{'street': '320 Lori Spur Apt. 126', 'city': 'Thompsonborough', 'state': 'IL', 'zip': '68412', 'country': 'USA'}","['Spark', 'Python', 'Docker']"
627,Tyler,Serrano,qolson@example.org,720-964-0733x1282,2016-07-11,Auditor,Finance,99620,11.0,"{'street': '994 Brown Tunnel', 'city': 'Bruceton', 'state': 'FM', 'zip': '20234', 'country': 'USA'}","['Tableau', 'Docker', 'R', 'Spark', 'Azure']"
628,Nathaniel,Peterson,haleyjones@example.com,001-210-470-5692x62890,2024-07-26,Accountant,Finance,82821,49.0,"{'street': '1221 Duane Expressway Apt. 107', 'city': 'Williamsburgh', 'state': 'DE', 'zip': '93577', 'country': 'USA'}","['Java', 'SQL']"
629,Randy,Thomas,pjohnson@example.net,204-642-0951x9681,2018-10-04,DevOps Engineer,Engineering,112720,16.0,"{'street': '47273 Kristen Mountains Suite 453', 'city': 'Taylorburgh', 'state': 'NE', 'zip': '29397', 'country': 'USA'}","['SQL', 'GCP']"
630,James,Hamilton,randywilliams@example.net,645-624-1156x541,2020-12-11,Account Executive,Sales,96708,49.0,"{'street': '0252 Joshua Avenue', 'city': 'Elizabethton', 'state': 'OH', 'zip': '13749', 'country': 'USA'}","['R', 'Hadoop', 'Docker', 'SQL', 'Java']"
631,Kimberly,Lamb,mreyes@example.org,676-626-8920,2024-10-19,Network Engineer,IT,82533,8.0,"{'street': '0035 Allison Mountains', 'city': 'West Brandon', 'state': 'MS', 'zip': '99453', 'country': 'USA'}","['Java', 'R', 'Spark', 'Tableau']"
632,Donna,King,eallen@example.net,001-671-208-5791x514,2021-07-11,Project Manager,Operations,86618,36.0,"{'street': '6907 Bush Road Apt. 545', 'city': 'Lake Laurenberg', 'state': 'IA', 'zip': '19926', 'country': 'USA'}","['GCP', 'Docker', 'Python', 'Spark']"
633,Tammy,Brown,nicholasholloway@example.net,(777)410-2676,2017-06-13,Business Development,Sales,105370,48.0,"{'street': '9420 Joseph Cliff', 'city': 'East Martin', 'state': 'NE', 'zip': '93173', 'country': 'USA'}","['Spark', 'Hadoop', 'R']"
634,Kristen,Davis,zmanning@example.com,001-821-504-3321x4009,2023-09-07,Support Agent,Customer Support,65191,2.0,"{'street': '627 Joan Forge Suite 349', 'city': 'North Jonathon', 'state': 'RI', 'zip': '32658', 'country': 'USA'}","['Java', 'R', 'Scala']"
635,Deborah,Schultz,janetwatson@example.org,5744655172,2022-09-28,Project Manager,Operations,78117,12.0,"{'street': '944 Chelsea Springs Apt. 065', 'city': 'Gailhaven', 'state': 'SD', 'zip': '46978', 'country': 'USA'}","['Hadoop', 'Python']"
636,Pamela,Hughes,umckinney@example.org,610-241-6756x9986,2020-03-19,Marketing Manager,Marketing,94954,30.0,"{'street': '362 Williams Key', 'city': 'Vincentberg', 'state': 'MN', 'zip': '42572', 'country': 'USA'}","['Excel', 'Docker', 'AWS', 'Spark', 'Python']"
637,Tracy,Rangel,katherineflores@example.com,001-731-599-8530,2018-08-13,Finance Manager,Finance,97631,9.0,"{'street': '115 Lawrence Plains', 'city': 'Clayberg', 'state': 'MI', 'zip': '07517', 'country': 'USA'}","['Kubernetes', 'GCP']"
638,Gary,Phillips,melissaruiz@example.org,406-653-1736,2022-02-22,System Administrator,IT,97074,49.0,"{'street': '065 Ashley Valley', 'city': 'New Leviport', 'state': 'PR', 'zip': '59244', 'country': 'USA'}","['GCP', 'Tableau', 'Java', 'R']"
639,Joshua,Brooks,jocelyn43@example.org,001-701-461-0920x66169,2019-03-17,Operations Analyst,Operations,84749,21.0,"{'street': '948 Howe Summit', 'city': 'Patriciabury', 'state': 'MT', 'zip': '03506', 'country': 'USA'}","['Kubernetes', 'Spark', 'Azure']"
640,Brian,Barry,victorbaker@example.org,7189572279,2020-01-16,Finance Manager,Finance,106032,46.0,"{'street': '1628 Schmidt Points Suite 190', 'city': 'Port Lawrenceside', 'state': 'NV', 'zip': '65271', 'country': 'USA'}","['SQL', 'Scala', 'Tableau', 'Java', 'PowerBI']"
641,Cassandra,Freeman,ian29@example.org,(565)865-6645,2016-09-15,Data Scientist,Engineering,102918,50.0,"{'street': '992 Mason Wells', 'city': 'Sullivanshire', 'state': 'SD', 'zip': '76766', 'country': 'USA'}","['Spark', 'GCP', 'Azure', 'Java', 'Kubernetes']"
642,Anthony,Hicks,kingtimothy@example.com,880.336.1994x607,2018-04-16,Auditor,Finance,111425,46.0,"{'street': '6998 Samantha Mill', 'city': 'Christopherview', 'state': 'WV', 'zip': '79148', 'country': 'USA'}","['Hadoop', 'Azure']"
643,Loretta,Kelly,wallaceleah@example.net,934-382-8955x7976,2018-11-23,Controller,Finance,96463,24.0,"{'street': '521 Floyd Key Apt. 772', 'city': 'Cummingsstad', 'state': 'AL', 'zip': '72694', 'country': 'USA'}","['Spark', 'Hadoop', 'Excel', 'Docker', 'Scala']"
644,Jennifer,Patterson,ureilly@example.net,(958)827-1244x2340,2019-07-25,Business Analyst,Operations,87707,19.0,"{'street': '3148 Harris Rapid Suite 113', 'city': 'Torresshire', 'state': 'AZ', 'zip': '77586', 'country': 'USA'}","['R', 'Java', 'SQL']"
645,Robert,Walsh,cchan@example.net,758.824.2599x6084,2022-12-27,Support Manager,Customer Support,72071,24.0,"{'street': '012 Andrea Walk', 'city': 'North Thomas', 'state': 'OH', 'zip': '06615', 'country': 'USA'}","['Kubernetes', 'Scala']"
